,Unnamed: 0,Unnamed: 0.1,WellName,y_pred_1_date,y_pred_1_value,y_ture_1_date,y_true_1_value,y_pred_2_date,y_pred_2_value,y_ture_2_date,y_true_2_value,y_pred_3_date,y_pred_3_value,y_ture_3_date,y_true_3_value,y_pred_4_date,y_pred_4_value,y_ture_4_date,y_true_4_value,y_pred_5_date,y_pred_5_value,y_ture_5_date,y_true_5_value,rmse,rec_y_pred_1_date,rec_y_pred_1_value,rec_y_pred_2_date,rec_y_pred_2_value,rec_y_pred_3_date,rec_y_pred_3_value,rec_y_pred_4_date,rec_y_pred_4_value,rec_y_pred_5_date,rec_y_pred_5_value,rec_rmse
135,135,135,MW-1,2008-12-31,53.0,2009,445.0,2009-12-31,57.0,2010,805.0,2010-12-31,0.5,2011,1454.0,2011-12-31,0.5,2012,1995.0,2012-12-31,3.0,2012-08-10,2021.0,2175236.9,2015-12-31,2062.777633996411,2016-12-31,2578.138947414426,2017-12-31,3372.341616968999,2018-12-31,4175.63535648477,2019-12-31,4613.05585004278,8068684.579136607
136,136,136,MW-400 Clarendon,2011-12-31,0.5,2011-11-15,0.5,2012-12-31,0.5,2013,0.5,2013-12-31,0.5,2013-08-20,0.5,2014-12-31,0.5,2015,0.5,2015-12-31,0.5,2015-08-04,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
137,137,137,MW-BE-1d,2016-12-31,1434.674372821478,2017,595.0,2017-12-31,7842.891801036745,2018,610.0,2018-12-31,40257.9816602794,2019,622.5,2019-12-31,212927.48076071008,2020,530.0,2020-12-31,1139045.734545178,2020-10-22,590.0,268563628107.11945,2015-12-31,180.85264897981608,2016-12-31,181.6909571605985,2017-12-31,182.42513883934163,2018-12-31,183.06810842738187,2019-12-31,183.6311830801177,194634.4183736808
138,138,138,3563 ELIZABETH RD,2016-12-31,2.0,2017,2.0,2017-12-31,2.0,2018,2.0,2018-12-31,2.0,2019,2.0,2019-12-31,2.0,2020,2.0,2020-12-31,2.0,2020-08-24,2.0,0.0,2015-12-31,2.2592515259031587,2016-12-31,2.2632261938178946,2017-12-31,2.2672008617326247,2018-12-31,2.271175529647355,2019-12-31,2.275150197562086,0.0601847751531433
139,139,139,MW-62s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-11-20,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
140,140,140,333 Jackson Plaza,2007-12-31,0.0,2008,28.0,2008-12-31,0.0,2009,25.0,2009-12-31,0.0,2010,19.0,2010-12-31,0.0,2011,19.0,2011-12-31,0.0,2011-08-09,19.0,498.4,2015-12-31,23.04495526137427,2016-12-31,23.04495526137427,2017-12-31,23.04495526137427,2018-12-31,23.04495526137427,2019-12-31,23.04495526137427,1.7491381999714608
141,141,141,MW-87d,2013-12-31,644.7076002137163,2014,610.0,2014-12-31,641.41744403251,2015,520.0,2015-12-31,638.1293920005451,2016,288.0,2016-12-31,634.8432950905478,2017,290.0,2017-12-31,631.5589937588444,2017-02-02,290.0,74823.36975142304,2015-12-31,581.0,2016-12-31,581.0,2017-12-31,581.0,2018-12-31,581.0,2019-12-31,581.0,10393.348350162947
142,142,142,MW-41d,2016-12-31,28.0,2017,27.0,2017-12-31,28.0,2018,24.5,2018-12-31,28.0,2019,20.0,2019-12-31,28.0,2020,20.0,2020-12-31,28.0,2020-12-16,18.0,48.25,2015-12-31,28.4705065362293,2016-12-31,26.201451629693103,2017-12-31,23.932396723156906,2018-12-31,21.663341816620708,2019-12-31,19.39428691008451,17.050954653064128
143,143,143,MW-112i,2016-12-31,6.260851567890238,2017,9.308333333333332,2017-12-31,6.509868161403194,2018,9.658333333333337,2018-12-31,6.768789040806399,2019,9.9,2019-12-31,7.038008135185511,2020,9.516666666666667,2020-12-31,7.318717059783714,2020-12-04,14.0,15.957549992689774,2015-12-31,7.544877598511396,2016-12-31,7.567739828749186,2017-12-31,7.590602058986976,2018-12-31,7.613464289224765,2019-12-31,7.636326519462555,3.835983595049906
144,144,144,MW-47s,2011-12-31,0.5000016264894392,2012,0.5,2012-12-31,0.4999999832012265,2013,0.5,2013-12-31,0.5000000170598818,2014,0.5,2014-12-31,0.499999996067504,2015,0.5,2015-12-31,0.4999999925344287,2015-11-13,0.5,5.292224667218879e-13,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
145,145,145,MW-112s,2016-12-31,0.8397002848463462,2017,0.5,2017-12-31,0.8952651740357824,2018,0.5,2018-12-31,0.9168718835522364,2019,0.5,2019-12-31,0.9135913150194952,2020,0.5416666666666666,2020-12-31,0.9797383046093224,2020-12-04,0.5,0.1627779587176835,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
146,146,146,MW-61s,2016-12-31,15.000000000000004,2017,11.5,2017-12-31,15.000000000000004,2018,8.1,2018-12-31,15.000000000000004,2019,5.3,2019-12-31,15.000000000000004,2020,3.4,2020-12-31,15.000000000000004,2020-12-14,3.0,86.50200000000007,2015-12-31,15.638745925283889,2016-12-31,13.880036880649577,2017-12-31,12.01405085350751,2018-12-31,10.042272358127184,2019-12-31,7.956687805323799,8.942924914494037
147,147,147,MW-42d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-07,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
148,148,148,MW-62i,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-11-20,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
149,149,149,354 Pinewood,2007-12-31,3.871811626057193,2008,3.0,2008-12-31,3.869016286567279,2009,2.0,2009-12-31,2.432826252705497,2010,0.5,2010-12-31,2.302376937973291,2011,0.5,2011-12-31,2.2975452960250013,2012,0.5,2.8937652863458774,2015-12-31,1.4603532498104776,2016-12-31,1.1596462916563457,2017-12-31,0.87426541694763,2018-12-31,0.6166321350654478,2019-12-31,0.3987084234826903,0.2885053255841959
150,150,150,MW-84d,2011-12-31,0.5,2012,0.5,2012-12-31,0.5,2012-01-06,0.5,2013-12-31,0.5,2014,2.0,2014-12-31,0.5,2015,3.0,2015-12-31,0.5,2015-07-06,3.0,2.95,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
151,151,151,MW-82s,2016-12-31,419.59746224327097,2017,370.0,2017-12-31,653.200705458662,2018,320.0,2018-12-31,890.8796184029555,2019,360.0,2019-12-31,1132.7053091802622,2020,340.0,2020-12-31,1378.7617862986533,2020-09-08,340.0,420544.7086983469,2015-12-31,1229.783363861982,2016-12-31,987.6071486128484,2017-12-31,623.1493365527955,2018-12-31,608.7813988693906,2019-12-31,5887.444347908672,7018622.050524895
152,152,152,MW-64,2016-12-31,40.37040978287241,2017,39.75,2017-12-31,38.95066893456317,2018,44.0,2018-12-31,37.697885415723846,2019,39.5,2019-12-31,36.58065819403616,2020,43.75,2020-12-31,35.575374647826656,2020-10-07,42.0,24.360708465691868,2015-12-31,30.50935070254612,2016-12-31,19.87857367925366,2017-12-31,8.495208380599559,,,,,
153,153,153,MW-30i,,,,,,,,,,,,,,,,,,,,,,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.631896403075981
154,154,154,MW-90,2016-12-31,44.0,2017,38.75,2017-12-31,61.0,2018,32.25,2018-12-31,78.0,2019,11.35,2019-12-31,95.0,2020,5.8,2020-12-31,112.0,2020-10-21,4.3,4970.455500000001,2015-12-31,32.41366800241244,2016-12-31,32.766663493645744,2017-12-31,33.11869451632377,2018-12-31,33.470725539001805,2019-12-31,33.82275656167984,82.97793356534105
155,155,155,PMW-2,2016-12-31,2700.0,2017,4300.0,2017-12-31,2700.0,2018,5700.0,2018-12-31,2700.0,2019,6400.0,2019-12-31,2700.0,2020,6800.0,2020-12-31,2700.0,2020-08-21,6800.0,11774000.0,2015-12-31,3989.4066830616703,2016-12-31,3989.4066830616703,2017-12-31,3989.4066830616703,2018-12-31,3989.4066830616703,2019-12-31,3989.4066830616703,11053.789513616768
156,156,156,MW-59d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-13,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
157,157,157,TW-17,2016-12-31,561.7112214558074,2017,345.0,2017-12-31,820.0795310303603,2018,303.3333333333333,2018-12-31,1182.4890832572091,2019,240.0,2019-12-31,1752.0772069981758,2020,150.5,2020-12-31,2907.460265733138,2020-11-23,330.0,2082125.4059614867,2015-12-31,463.10404032277904,2016-12-31,463.10404032277904,2017-12-31,463.10404032277904,2018-12-31,463.10404032277904,2019-12-31,463.10404032277904,53784.43216573371
158,158,158,MW-10d,2016-12-31,905.0,2017,625.0,2017-12-31,905.0,2018,343.6,2018-12-31,905.0,2019,400.0,2019-12-31,905.0,2020,372.5,2020-12-31,905.0,2020-10-14,320.0,254875.242,2015-12-31,685.9552461814401,,,,,,,,,
159,159,159,MW-105d,2016-12-31,215.41873290825524,2017,215.0,2017-12-31,141.56887942058327,2018,195.0,2018-12-31,67.71902593291128,2019,207.5,2019-12-31,3.333333333333333,2020,167.5,2020-12-31,0.0,2020-11-11,150.0,14368.89502784184,2015-12-31,383.0251929724408,2016-12-31,312.1531576524408,2017-12-31,241.24808188285365,2018-12-31,170.34300611326648,2019-12-31,99.43793034367928,9527.686402100331
160,160,160,NMW-3s,2016-12-31,308.0186299338704,2017,410.0,2017-12-31,289.4364677368609,2018,420.0,2018-12-31,270.96405631566176,2019,410.0,2019-12-31,252.60283535406447,2020,330.0,2020-12-31,234.35429188265795,2020-08-21,330.0,12383.29040205699,2015-12-31,499.69940345472287,2016-12-31,498.6079866012929,2017-12-31,497.9094995066153,2018-12-31,497.47327234424574,2019-12-31,497.2083036283493,606.891985310362
161,161,161,MW-39s,2016-12-31,0.0,2017,1.75,2017-12-31,0.0,2018,1.475,2018-12-31,0.0,2019,2.025,2019-12-31,0.0,2020,2.1,2020-12-31,0.0,2020-10-16,2.3,3.80775,2015-12-31,8.201345454599682,2016-12-31,7.645435993627949,2017-12-31,6.482310378266785,2018-12-31,3.836196574503443,2019-12-31,1.635079735367654,19.51615081584061
162,162,162,3225 Dexter Rd,2007-12-31,0.5,2008,0.5,2008-12-31,0.5,2009,0.5,2009-12-31,0.5,2010,0.625,2010-12-31,0.5,2011,0.5,2011-12-31,0.5,2011-05-03,0.5,0.003125,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
163,163,163,TW-10,2016-12-31,146.84660952615508,2017,330.0,2017-12-31,107.61852423225024,2018,293.3333333333333,2018-12-31,78.72404526916203,2019,375.55555555555554,2019-12-31,57.48215410605808,2020,387.5,2020-12-31,41.89572450082221,2020-11-23,320.0,68479.57338396358,2015-12-31,494.27298612927,2016-12-31,425.7857435533497,2017-12-31,366.2372435164643,2018-12-31,314.54302873089523,2019-12-31,269.7384161912785,7147.238017738908
164,164,164,MW-103s,2016-12-31,80.09353137383219,2017,63.083333333333336,2017-12-31,81.90455484174406,2018,72.66666666666667,2018-12-31,87.99735384165541,2019,78.08333333333333,2019-12-31,91.70654851802392,2020,79.23076923076923,2020-12-31,96.36777001275784,2020-12-04,76.0,208.6928684137095,2015-12-31,69.99305089958587,2016-12-31,74.53131844664253,2017-12-31,79.06958599369919,2018-12-31,83.60785354075585,2019-12-31,88.14612108781252,213.07967583307217
165,165,165,MW-55,2012-12-31,39.93944485934777,2013,17.0,2013-12-31,64.31833457804332,2014,28.0,2014-12-31,91.63666915608664,2015,29.0,2015-12-31,121.89444859347772,2016,26.0,2016-12-31,155.0916728902166,2016-06-08,26.0,6325.799432117728,2015-12-31,30.19632569161409,2016-12-31,35.53746008194843,2017-12-31,41.823335791705446,2018-12-31,49.22105892520628,2019-12-31,57.92729336044759,396.2025420597273
166,166,166,TW-19,2016-12-31,688.0,2017,667.5,2017-12-31,688.0,2018,545.8333333333334,2018-12-31,688.0,2019,542.5,2019-12-31,688.0,2020,542.3076923076923,2020-12-31,688.0,2020-12-03,480.0,21258.421926364237,2015-12-31,790.7889114042005,2016-12-31,790.7889114042005,2017-12-31,790.7889114042005,2018-12-31,790.7889114042005,2019-12-31,790.7889114042005,25932.581813970697
167,167,167,MW-99s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-13,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
168,168,168,TW-21,2016-12-31,176.00852120883053,2017,181.66666666666663,2017-12-31,225.39745229904267,2018,229.16666666666663,2018-12-31,185.68554321198624,2019,224.6153846153846,2019-12-31,194.703593784943,2020,273.57142857142856,2020-12-31,172.6396639549629,2020-12-03 00:00:00,190.0,1616.654154033976,2015-12-31,254.5298886899987,2016-12-31,526.6573705075054,2017-12-31,1319.4274336840508,2018-12-31,4630.348550980989,2019-12-31,34117.02258178403,234111631.71438465
169,169,169,MW-76d,2011-12-31,3.733053150108376,2011-10-07,3.0,2012-12-31,3.975226555944354,2013,3.0,2013-12-31,3.975226555944352,2013-07-11,3.0,2014-12-31,4.708279706052728,2015,5.0,2015-12-31,4.949563306636933,2015-07-06,5.0,0.5054290363320129,2015-12-31,3.157149702651812,2016-12-31,3.036454341627174,2017-12-31,3.146376749179615,2018-12-31,3.157757942112531,2019-12-31,3.288101313574658,0.1526077084648796
170,170,170,MW-120d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-12,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
171,171,171,MW-104,2016-12-31,6.278292887007019,2017,10.4,2017-12-31,8.542860652181709,2018,13.0,2018-12-31,8.794380204001603,2019,16.25,2019-12-31,11.033495066588197,2020,20.5,2020-12-31,11.260785529201089,2020-10-15,22.0,59.47725406755539,2015-12-31,3.3401957701570937,2016-12-31,3.3449457995334737,2017-12-31,3.35320900575844,2018-12-31,3.3485361545028582,2019-12-31,3.347019103006109,80.39635715020435
172,172,172,3365 Jackson Rd,2016-12-31,157.3,2017,160.0,2017-12-31,157.3,2018,170.0,2018-12-31,157.3,2019,150.0,2019-12-31,157.3,2020,180.0,2020-12-31,157.3,2020-08-11,180.0,250.48999999999975,2015-12-31,180.71040971636907,2016-12-31,167.21710786199915,2017-12-31,153.72380600762924,2018-12-31,140.23050415325932,2019-12-31,126.7372022988894,611.474294115009
173,173,173,PW-1,2016-12-31,470.0,2017,818.75,2017-12-31,470.0,2018,822.5,2018-12-31,470.0,2019,765.0,2019-12-31,470.0,2020,595.3846153846154,2020-12-31,470.0,2020-12-03,500.0,69905.82285502958,2015-12-31,755.045690675196,2016-12-31,755.045690675196,2017-12-31,755.045690675196,2018-12-31,755.045690675196,2019-12-31,755.045690675196,815.7497218693445
174,174,174,MW-126s,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-16,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
175,175,175,MW-37,2016-12-31,299.9999996825226,2017,246.0,2017-12-31,299.9999996825226,2018,252.5,2018-12-31,299.9999996825226,2019,220.0,2019-12-31,299.9999996825226,2020,242.5,2020-12-31,299.9999996825226,2020-12-09,230.0,3955.699960759797,2015-12-31,247.00823922564268,2016-12-31,258.8764410090098,2017-12-31,273.9372330878232,2018-12-31,292.1586895591263,2019-12-31,313.5092037789982,1828.570044239676
176,176,176,2805 Dexter Rd,2002-12-31,572.018069859867,2003,242.0,2003-12-31,667.2610303928343,2004,238.66666666666663,2004-12-31,775.2238230263084,2005,467.0,2005-12-31,896.7789395991598,2006,1107.3333333333333,2006-12-31,1033.4489503424134,2007,1293.0,99861.3760463888,2015-12-31,541.9063228872568,2016-12-31,478.77219855227526,2017-12-31,432.7039129316602,2018-12-31,456.0136987035228,2019-12-31,585.507450469605,70804.68594434317
177,177,177,MW-53d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-03,0.5,0.0,2015-12-31,0.7763991071145282,2016-12-31,0.7763991071145282,2017-12-31,0.7763991071145282,2018-12-31,0.7763991071145282,2019-12-31,0.7763991071145282,0.6027955735282367
178,178,178,TW-9,2016-12-31,640.0000000001558,2017,690.0,2017-12-31,640.0000000001558,2018,650.0,2018-12-31,640.0000000001558,2019,521.6666666666666,2019-12-31,640.0000000001558,2020,492.5,2020-12-31,702.6787713912391,2020-11-23,490.0,16718.257515665773,2015-12-31,597.9376275379678,2016-12-31,415.1783328757452,2017-12-31,233.0279687269072,2018-12-31,50.87760457807099,2019-12-31,0.0,193069.0684377248
179,179,179,TW-20,,,,,,,,,,,,,,,,,,,,,,2015-12-31,757.3802569053042,2016-12-31,639.0047334239612,2017-12-31,536.5905960688982,2018-12-31,448.45739815718986,2019-12-31,373.0170269445817,136572.16374836725
180,180,180,TW-18,,,,,,,,,,,,,,,,,,,,,,2015-12-31,211.2865564570432,2016-12-31,153.38297687939345,2017-12-31,111.34800997699872,2018-12-31,80.83282498544004,2019-12-31,58.68039847749864,22155.905623458744
181,181,181,MW-106d,2015-12-31,0.3212267860470265,2016,0.5,2016-12-31,0.2961819478244707,2017,0.5,2017-12-31,0.2598291373428525,2018,0.5,2018-12-31,0.2113697795749324,2019,0.5,2019-12-31,0.1658680916394148,2020,0.5,0.065227048003298,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
182,182,182,MW-96,2016-12-31,138.51485335586983,2017,120.0,2017-12-31,156.97911968071276,2018,130.0,2018-12-31,175.44338600555568,2019,135.0,2019-12-31,193.9076523303985,2020,125.0,2020-12-31,212.42250568626844,2020-11-16,120.0,3199.3048544290714,2015-12-31,332.75305202599856,2016-12-31,459.6961756636254,2017-12-31,761.0165303547143,2018-12-31,1997.009047503483,2019-12-31,673089498.1816325,9.06098563014658e+16
183,183,183,PMW-4,2015-12-31,972.685696389286,2016,1400.0,2016-12-31,972.685696389286,2017,1000.0,2017-12-31,972.685696389286,2018,540.0,2018-12-31,972.685696389286,2019,850.0,2019-12-31,972.685696389286,2020,580.0,107962.86667183832,2015-12-31,772.9369596165571,2016-12-31,774.8441873652397,2017-12-31,778.6268717922345,2018-12-31,784.3192001158553,2019-12-31,791.9761410232599,172.5364468208839
184,184,184,TW-11,2015-12-31,180.9591968113588,2015-10-01,240.0,2016-12-31,160.10584018800034,2015-10-01,240.0,2017-12-31,141.40342422074357,2019-07-18,210.0,2018-12-31,124.43687725754204,2019,195.0,2019-12-31,108.87050927885524,2020,192.5,5309.485886261941,2015-12-31,211.08742632026653,2016-12-31,213.8073122370218,2017-12-31,216.5536024574128,2018-12-31,219.3142755901817,2019-12-31,222.0893000074516,115.1105352586044
185,185,185,MW-91,2016-12-31,154.9316395023132,2017,225.0,2017-12-31,201.08615759539623,2018,195.0,2018-12-31,250.31793473502083,2019,185.0,2019-12-31,302.62697092118697,2020,175.0,2020-12-31,358.01763792199245,2020-10-21,170.0,12170.464986288238,2015-12-31,2909.122732081646,2016-12-31,14806.347910404922,2017-12-31,85842.20037677806,2018-12-31,497684.0616009402,2019-12-31,2885403.963137612,1715884173618.5972
186,186,186,PMW-3,2016-12-31,6404.999405260739,2017,5200.0,2017-12-31,6009.998810521478,2018,5400.0,2018-12-31,5614.998215782217,2019,5700.0,2019-12-31,5219.997621042956,2020,6500.0,2020-12-31,5004.0,2020-08-21,6500.0,1141553.9017944504,2015-12-31,7719.830560492922,2016-12-31,7463.952771164816,2017-12-31,7217.54121785506,2018-12-31,6980.609791969097,2019-12-31,6753.172359314699,648868.3656963382
187,187,187,MW-15s,2016-12-31,1.3757078683075092,2017,11.0,2017-12-31,1.3906196132024142,2018,11.0,2018-12-31,1.4045286409603437,2019,8.1,2019-12-31,1.4212608990295807,2020,5.2,2020-12-31,1.4410898266438008,2020-08-11,5.2,51.64096041172238,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.6266629915153505
188,188,188,4601 Park 4 inch,2016-12-31,2.0,2017,1.25,2017-12-31,2.0,2018,1.25,2018-12-31,2.0,2019,0.95,2019-12-31,2.0,2020,0.5,2020-12-31,2.0,2020-12-07,0.5,1.3455,2015-12-31,1.94101226625765,2016-12-31,1.94101226625765,2017-12-31,1.94101226625765,2018-12-31,1.94101226625765,2019-12-31,1.94101226625765,0.0020350891470583
189,189,189,MW-56s,2016-12-31,58.0,2017,81.5,2017-12-31,58.0,2018,71.75,2018-12-31,58.0,2019,65.0,2019-12-31,58.0,2020,60.0,2020-12-31,58.0,2020-11-20,53.0,163.8625,2015-12-31,67.5619422956614,2016-12-31,62.02353608171085,2017-12-31,53.2220937879617,2018-12-31,40.36514299044483,2019-12-31,21.15056434726944,633.8960482707414
190,190,190,MW-5d,2016-12-31,14300.0,2017,12320.0,2017-12-31,14300.0,2018,10025.0,2018-12-31,14300.0,2019,5550.0,2019-12-31,14300.0,2020,4050.0,2020-12-31,14300.0,2020-11-18,5900.0,54876205.0,2015-12-31,16210.0475650651,2016-12-31,16026.7467705178,2017-12-31,15843.4459759705,2018-12-31,15660.1451814232,2019-12-31,15476.8443868759,12225159.775997426
191,191,191,TW-8,2014-12-31,385.8865207431039,2015,674.1666666666666,2015-12-31,349.5592926888662,2016,702.5,2016-12-31,312.8819346546346,2017,698.3333333333334,2017-12-31,276.13408357986856,2018,730.0,2018-12-31,239.1826878488884,2018-11-09,730.0,160628.25402989733,2015-12-31,598.6427169657495,2016-12-31,593.435319891405,2017-12-31,588.2279228170606,2018-12-31,583.0205257427162,2019-12-31,577.8131286683717,8501.611103132169
192,192,192,MW-31,2016-12-31,14.88888888888889,2017,11.0,2017-12-31,14.88888888888889,2018,9.0,2018-12-31,14.88888888888889,2019,8.4,2019-12-31,14.88888888888889,2020,0.5,2020-12-31,14.88888888888889,2020-08-14,0.5,101.19767901234567,2015-12-31,14.83610328472144,2016-12-31,12.918217276321244,2017-12-31,11.082489097152925,2018-12-31,9.359411303079884,2019-12-31,7.773996517430834,7.291730811868414
193,193,193,MW-123d,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-10-15,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
194,194,194,MW-36,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-08-25,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
195,195,195,456 Clarendon,2016-12-31,788.3031934866616,2017,710.0,2017-12-31,788.3031934866616,2018,630.0,2018-12-31,788.3031934866616,2019,590.0,2019-12-31,788.3031934866616,2020,530.0,2020-12-31,788.3031934866616,2020-10-28,500.0,44070.9437730617,2015-12-31,743.8260923080051,2016-12-31,766.7772604659591,2017-12-31,789.7284286239131,2018-12-31,812.6795967818672,2019-12-31,835.6307649398212,18533.211198058743
196,196,196,TW-6,2016-12-31,91.0,2017,97.5,2017-12-31,91.0,2018,58.0,2018-12-31,91.0,2019,68.0,2019-12-31,91.0,2020,76.5,2020-12-31,91.0,2020-11-11,76.0,419.1,2015-12-31,65.42429386708983,2016-12-31,80.05996220405915,2017-12-31,103.35239933055443,2018-12-31,117.9502666219811,2019-12-31,166.87358125671804,4240.758465935433
197,197,197,373 Pinewood Deep,2016-12-31,0.5,2017,0.5,2017-12-31,0.5,2018,0.5,2018-12-31,0.5,2019,0.5,2019-12-31,0.5,2020,0.5,2020-12-31,0.5,2020-12-16,0.5,0.0,2015-12-31,0.0,2016-12-31,0.0,2017-12-31,0.0,2018-12-31,0.0,2019-12-31,0.0,0.0
198,198,198,TW-1,2016-12-31,110.0,2017,79.5,2017-12-31,110.0,2018,64.0,2018-12-31,110.0,2019,44.0,2019-12-31,110.0,2020,37.5,2020-12-31,110.0,2020-11-23,35.0,3656.7,,,,,,,,,,,
